student_id,gender,school_type,prior_gpa,attendance_pct,quiz_avg,assign_avg,midterm,study_hours_wk,on_time_submit_pct,lms_logins_wk,forum_posts,parent_edu,commute_min,final_score,final_grade_band,passed
S0956,Male,Public,3.92,65.8,94.8,71.5,42.9,15.5,63.5,4.6,28,Master,62,58.1,D,1
S0957,Male,Public,2.83,84.4,71.0,68.3,37.0,8.1,97.0,7.6,21,Bachelor,81,62.3,D,1
S0958,Male,Private,2.83,79.4,44.5,78.8,83.6,19.0,77.3,2.1,20,High School,91,82.3,B,1
S0959,Female,Public,2.87,80.2,77.3,64.1,65.3,10.0,77.8,4.9,6,Bachelor,24,73.0,C,1
S0960,Female,Public,2.85,100.0,59.2,69.9,48.7,11.6,90.4,3.6,13,High School,119,78.1,C,1
S0961,Male,Public,0.96,62.8,62.0,46.1,64.9,16.5,70.0,1.9,13,Master,91,51.1,D,1
S0962,Male,Public,2.67,77.7,77.5,91.0,73.5,10.5,73.0,4.8,28,Master,24,64.2,D,1
S0963,Male,Public,1.85,81.7,73.1,69.6,66.8,6.0,84.6,9.3,14,High School,72,63.9,D,1
S0964,Male,Public,3.94,69.2,64.1,77.0,44.7,9.6,56.9,2.9,20,Bachelor,51,64.4,D,1
S0965,Male,Private,3.91,78.3,62.2,88.0,96.3,9.9,83.3,4.7,16,High School,45,77.5,C,1
S0966,Male,Public,3.4,58.8,71.5,75.3,83.1,4.5,68.7,1.7,1,Bachelor,104,65.7,C,1
S0967,Male,Private,2.63,94.9,65.1,87.9,63.0,9.0,92.8,1.4,28,Bachelor,34,71.2,C,1
S0968,Female,Public,2.09,69.8,56.7,58.3,63.6,7.0,88.2,3.0,20,Bachelor,100,62.8,D,1
S0969,Female,Public,2.34,100.0,66.0,98.4,73.4,13.7,86.2,3.9,6,Master,76,73.6,C,1
S0970,Male,Private,4.0,77.6,74.1,84.0,51.1,10.1,55.9,4.0,1,High School,98,67.1,C,1
S0971,Female,Public,2.32,90.3,67.9,74.3,72.8,8.9,78.4,4.4,28,Bachelor,89,61.4,D,1
S0972,Male,Public,1.15,77.4,53.0,87.7,48.0,9.6,62.3,0.9,9,Bachelor,74,60.5,D,1
S0973,Male,Private,3.52,77.6,81.9,59.1,66.9,10.9,79.4,3.4,0,High School,22,67.5,C,1
S0974,Other,Public,3.85,71.0,37.1,68.8,50.5,12.5,45.3,6.3,18,High School,119,69.2,C,1
S0975,Female,Public,3.96,79.4,64.6,87.9,51.2,6.0,56.9,1.6,0,None,77,59.9,D,1
S0976,Male,Private,3.53,81.8,62.6,51.5,92.7,5.8,97.8,4.1,6,Bachelor,42,77.6,C,1
S0977,Male,Public,3.64,68.6,71.8,78.2,68.9,14.4,85.5,5.7,26,Master,30,77.2,C,1
S0978,Female,Private,2.84,76.5,76.7,77.9,71.1,8.4,74.7,3.0,1,High School,13,76.8,C,1
S0979,Male,Public,1.35,70.7,83.5,93.7,37.8,4.3,66.4,5.9,22,High School,37,54.8,D,1
S0980,Other,Public,2.82,100.0,61.5,54.6,59.0,11.8,63.7,1.2,18,Bachelor,15,66.9,C,1
S0981,Male,Public,3.24,76.9,77.0,89.7,74.9,11.9,83.0,7.2,9,High School,106,72.6,C,1
S0982,Male,Private,2.71,96.5,72.3,65.8,70.9,3.9,74.8,5.9,8,High School,52,79.2,C,1
S0983,Female,Public,2.67,75.7,49.5,67.1,35.7,10.9,100.0,5.1,14,Bachelor,75,51.1,D,1
S0984,Female,Private,2.13,81.1,92.8,58.6,71.1,12.9,77.2,7.8,15,High School,96,49.5,F,0
S0985,Male,Private,2.1,62.1,52.7,60.0,73.5,11.5,80.9,4.2,26,Master,115,39.5,F,0
S0986,Female,Public,4.0,72.6,75.0,76.4,87.3,12.5,59.2,3.5,7,High School,54,66.9,C,1
S0987,Female,Public,4.0,80.5,74.7,59.8,58.2,4.4,74.6,8.4,17,Bachelor,6,73.2,C,1
S0988,Male,Public,2.8,97.0,73.3,80.1,34.4,11.3,82.7,9.6,20,High School,73,84.6,B,1
S0989,Male,Private,3.0,80.7,64.1,64.7,53.0,8.8,74.4,3.3,0,High School,113,46.1,F,0
S0990,Male,Public,2.11,94.6,79.9,58.7,51.5,8.1,72.7,4.7,26,Bachelor,42,54.1,D,1
S0991,Female,Private,3.25,85.7,51.3,66.2,79.1,13.5,84.9,7.6,29,Bachelor,12,74.2,C,1
S0992,Female,Public,4.0,97.5,69.2,75.7,27.2,15.9,100.0,4.8,2,PhD,85,91.0,A,1
S0993,Male,Private,1.73,77.3,63.2,68.9,61.3,17.2,82.2,6.5,7,None,74,54.1,D,1
S0994,Female,Private,3.12,100.0,61.9,72.4,89.4,15.3,97.2,7.0,23,Bachelor,18,89.3,B,1
S0995,Male,Public,3.18,72.2,75.1,79.7,68.1,9.6,89.3,3.6,24,Bachelor,0,68.7,C,1
S0996,Female,Public,3.17,68.8,82.9,83.9,81.4,11.4,96.3,6.0,4,None,62,96.6,A,1
S0997,Female,Public,3.95,63.5,65.9,68.6,43.4,13.1,70.9,5.0,27,Master,17,66.0,C,1
S0998,Male,Public,4.0,100.0,79.4,60.5,44.0,10.5,76.9,2.0,9,High School,22,79.5,C,1
S0999,Male,Private,2.64,87.8,70.6,72.8,89.6,10.5,77.0,2.5,8,Master,37,74.1,C,1
S1000,Male,Public,3.27,74.0,59.3,77.2,69.5,13.3,88.2,3.4,10,Bachelor,56,68.1,C,1
S1001,Female,Public,2.86,93.0,66.9,55.9,69.5,9.8,91.9,7.3,20,High School,98,77.4,C,1
S1002,Male,Private,2.36,86.3,66.4,62.2,51.2,7.1,81.9,7.4,6,Bachelor,51,49.0,F,0
S1003,Female,Private,2.99,100.0,61.6,64.1,69.5,8.3,93.2,6.9,16,High School,100,57.5,D,1
S1004,Male,Public,3.27,59.4,75.1,69.7,50.8,12.5,71.6,6.1,2,Bachelor,72,60.6,D,1
S1005,Male,Private,2.95,74.8,72.8,63.6,85.8,10.0,93.3,6.0,4,Master,47,77.8,C,1
S1006,Female,Public,2.18,72.4,50.9,79.8,100.0,11.4,95.2,5.7,23,Bachelor,61,63.5,D,1
S1007,Male,Public,2.48,54.3,50.2,54.3,75.3,12.7,90.2,6.0,11,High School,16,56.7,D,1
S1008,Female,Public,2.48,90.7,75.1,54.6,58.5,8.5,82.0,6.2,23,High School,117,53.9,D,1
S1009,Male,Public,2.21,74.8,60.2,68.3,30.0,13.0,90.7,1.5,22,Bachelor,36,61.4,D,1
S1010,Male,Public,3.02,86.9,73.6,70.1,42.7,11.5,66.6,3.0,29,Bachelor,108,69.8,C,1
S1011,Male,Public,3.09,100.0,79.4,56.0,91.3,5.1,83.0,2.4,4,Bachelor,77,77.2,C,1
S1012,Male,Public,3.49,73.8,54.7,65.3,52.6,15.8,84.5,7.8,28,High School,35,68.9,C,1
S1013,Female,Private,2.2,72.9,53.1,67.6,62.4,8.0,60.1,9.1,26,Bachelor,58,40.9,F,0
S1014,Male,Public,2.4,79.4,90.1,67.7,77.8,3.4,87.1,0.0,13,Bachelor,14,55.2,D,1
S1015,Male,Private,3.89,89.8,74.2,73.7,90.2,5.8,61.3,8.9,4,Bachelor,73,78.5,C,1
S1016,Male,Private,2.68,71.2,65.0,64.7,65.0,5.9,73.6,5.2,4,High School,7,61.1,D,1
S1017,Female,Public,2.82,70.4,58.8,88.3,61.9,10.2,80.6,7.5,15,Bachelor,76,67.9,C,1
S1018,Female,Public,2.68,90.7,63.9,77.4,69.1,8.9,69.0,6.3,0,High School,23,64.5,D,1
S1019,Female,Public,3.59,82.5,55.7,63.1,58.6,8.7,81.2,8.6,2,Master,15,72.7,C,1
S1020,Other,Public,3.62,53.5,80.6,73.0,59.4,12.5,81.0,5.5,15,Master,26,78.1,C,1
S1021,Male,Private,3.58,63.3,60.7,73.4,74.2,11.4,67.7,1.6,16,Master,10,66.6,C,1
S1022,Male,Public,2.82,96.0,83.1,85.4,70.8,11.3,88.5,4.7,25,High School,106,81.5,B,1
S1023,Female,Private,2.19,82.8,65.2,65.4,100.0,11.6,68.5,6.3,29,Bachelor,112,66.9,C,1
S1024,Male,Private,4.0,68.9,57.5,80.4,74.6,12.5,100.0,4.5,8,Master,110,76.5,C,1
S1025,Female,Private,3.4,76.0,64.9,72.5,85.3,1.6,78.4,6.6,9,High School,86,68.8,C,1
S1026,Female,Public,2.48,78.2,38.5,88.4,51.9,8.5,62.4,4.8,5,None,27,67.0,C,1
S1027,Male,Private,3.8,86.8,68.6,86.2,75.9,1.3,65.2,3.5,6,High School,91,79.7,C,1
S1028,Female,Public,2.43,61.7,68.0,74.2,57.2,10.1,97.2,2.3,13,Bachelor,91,64.7,D,1
S1029,Male,Public,3.79,67.9,79.9,69.1,73.9,10.0,73.9,4.0,29,High School,28,69.5,C,1
S1030,Female,Private,3.83,81.3,47.4,77.6,78.3,14.2,59.5,5.5,26,High School,100,67.9,C,1
S1031,Male,Public,2.15,76.8,83.9,70.0,68.7,14.8,92.8,0.1,27,Bachelor,119,71.4,C,1
S1032,Female,Private,3.21,84.9,79.8,90.5,100.0,10.8,73.8,3.0,13,Bachelor,45,93.0,A,1
S1033,Male,Public,3.35,63.2,85.0,72.9,89.4,8.0,89.8,0.0,19,Master,70,87.0,B,1
S1034,Female,Private,4.0,82.3,69.4,67.5,85.7,11.9,94.0,3.5,21,Bachelor,104,64.5,D,1
S1035,Female,Private,2.28,91.1,82.2,66.9,79.5,7.9,84.1,8.0,7,Master,31,88.3,B,1
S1036,Female,Public,3.8,83.8,52.3,58.7,94.5,10.0,100.0,2.0,13,Bachelor,118,82.3,B,1
S1037,Female,Public,2.81,79.7,78.6,78.1,46.4,13.9,54.1,6.8,16,Master,36,71.1,C,1
S1038,Female,Public,1.93,76.8,60.7,63.0,88.6,7.8,67.7,12.1,11,High School,116,44.8,F,0
S1039,Female,Private,2.72,68.0,50.2,84.1,53.1,13.2,76.2,8.6,14,Master,28,57.6,D,1
S1040,Female,Public,2.8,77.1,56.5,57.8,59.5,12.7,100.0,5.3,13,Master,89,70.2,C,1
S1041,Female,Private,2.06,93.1,70.1,73.4,76.4,6.2,100.0,7.1,1,Bachelor,63,58.5,D,1
S1042,Female,Public,3.02,76.6,60.1,84.7,86.5,13.9,99.3,1.6,23,High School,44,55.1,D,1
S1043,Female,Public,3.47,67.3,74.5,48.3,50.7,12.8,68.1,1.1,27,High School,52,64.6,D,1
S1044,Male,Private,2.97,72.1,48.3,94.2,60.3,10.4,69.8,5.1,22,High School,27,62.3,D,1
S1045,Female,Private,2.42,80.4,44.5,67.3,69.5,7.0,67.6,6.0,28,High School,80,66.7,C,1
S1046,Male,Public,2.7,73.5,86.5,73.6,65.2,6.6,68.2,7.7,12,None,119,62.0,D,1
S1047,Male,Public,2.8,83.8,80.8,78.3,80.8,7.8,100.0,3.6,1,High School,70,74.5,C,1
S1048,Other,Private,2.95,84.3,57.4,80.0,100.0,12.2,76.3,5.5,8,None,33,82.2,B,1
S1049,Male,Private,3.58,88.7,70.0,75.0,74.3,6.2,78.3,5.4,25,Master,80,82.7,B,1
S1050,Male,Public,2.99,95.1,82.2,83.0,57.0,11.8,91.6,4.7,4,Bachelor,52,71.8,C,1
S1051,Female,Public,1.82,90.0,75.0,77.7,48.6,5.0,55.0,4.8,16,Master,110,60.8,D,1
S1052,Female,Public,2.41,66.8,71.8,91.4,63.1,9.2,80.8,2.9,0,High School,31,57.8,D,1
S1053,Male,Public,2.92,67.2,83.1,77.7,53.9,10.4,63.5,5.7,9,High School,62,62.6,D,1
S1054,Female,Public,3.59,77.1,61.2,93.6,75.0,19.8,75.6,5.5,3,High School,59,86.8,B,1
S1055,Male,Public,3.71,72.6,70.4,81.9,74.8,4.5,71.2,3.9,3,Master,106,76.5,C,1
S1056,Male,Private,4.0,64.3,69.8,52.1,61.1,15.9,70.4,6.7,4,High School,13,72.1,C,1
S1057,Male,Public,2.89,72.7,66.7,100.0,97.8,10.6,83.4,7.6,16,Bachelor,74,68.6,C,1
S1058,Male,Private,3.33,72.3,65.3,65.7,57.0,11.6,83.3,6.7,20,High School,97,51.7,D,1
S1059,Female,Public,1.78,69.9,70.9,88.5,66.2,10.5,76.7,2.4,8,High School,43,57.0,D,1
S1060,Female,Public,3.1,74.2,70.4,72.3,77.6,11.8,85.6,5.2,24,None,60,79.3,C,1
S1061,Female,Public,2.05,92.1,57.4,83.7,81.4,9.4,67.0,2.7,11,Bachelor,35,69.0,C,1
S1062,Female,Public,2.76,80.4,79.6,64.4,87.2,15.8,90.2,5.2,22,High School,50,79.0,C,1
S1063,Female,Private,4.0,100.0,58.3,78.9,74.4,8.2,76.9,2.7,15,Master,114,81.1,B,1
S1064,Female,Private,3.01,80.0,67.4,69.2,83.8,14.5,72.7,8.2,21,None,43,76.0,C,1
S1065,Male,Private,2.2,74.5,66.5,89.4,58.0,7.4,68.1,7.0,29,High School,24,49.8,F,0
S1066,Female,Private,3.09,78.0,74.3,76.8,81.8,9.8,76.4,7.9,29,None,69,78.7,C,1
S1067,Female,Private,2.44,81.1,44.6,82.3,81.6,5.7,100.0,7.6,17,PhD,56,70.7,C,1
S1068,Male,Private,2.13,83.2,80.7,48.2,90.7,11.8,79.1,4.3,28,Bachelor,93,64.9,D,1
S1069,Male,Public,4.0,100.0,61.9,71.1,43.0,15.8,62.8,3.9,21,Bachelor,4,80.2,B,1
S1070,Male,Private,3.55,67.9,84.6,76.5,54.4,9.7,93.8,9.4,8,Bachelor,108,57.7,D,1
S1071,Male,Public,3.04,88.3,64.3,74.5,80.3,9.2,72.9,4.6,28,Master,84,73.6,C,1
S1072,Female,Public,2.53,80.5,69.4,82.6,28.2,5.5,84.3,1.6,4,High School,100,54.0,D,1
S1073,Female,Private,2.58,59.1,93.0,68.0,75.4,9.1,70.9,7.5,14,Bachelor,48,72.2,C,1
S1074,Male,Private,3.88,87.2,66.7,72.5,83.9,3.6,99.2,5.4,4,Master,53,77.1,C,1
S1075,Male,Public,3.01,93.2,84.9,85.0,59.4,6.3,71.1,8.8,23,None,40,78.5,C,1
S1076,Female,Private,0.64,67.7,70.5,46.9,61.5,10.9,100.0,5.6,26,High School,100,41.7,F,0
S1077,Male,Public,4.0,77.9,75.0,78.5,51.9,15.3,64.3,4.9,24,Bachelor,8,58.1,D,1
S1078,Male,Private,2.93,57.3,70.8,68.3,60.2,21.2,75.6,8.8,3,None,63,64.4,D,1
S1079,Female,Private,3.04,62.9,80.2,62.0,60.6,7.7,100.0,1.2,8,High School,31,64.7,D,1
S1080,Female,Public,3.56,90.6,61.8,75.7,57.8,15.7,82.5,3.5,10,High School,76,78.3,C,1
S1081,Female,Private,3.13,72.4,58.2,85.5,56.9,11.0,100.0,2.8,3,High School,115,69.0,C,1
S1082,Female,Private,3.32,64.7,62.3,83.4,63.9,9.4,76.0,0.0,15,Bachelor,80,61.0,D,1
S1083,Male,Private,2.5,80.8,71.2,70.5,63.8,11.7,83.9,7.2,1,Bachelor,5,63.3,D,1
S1084,Female,Private,1.94,71.7,67.4,81.6,96.1,10.2,100.0,3.6,18,Bachelor,47,59.5,D,1
S1085,Female,Private,3.0,72.4,78.5,81.5,62.1,10.4,57.3,7.3,17,Bachelor,3,50.3,D,1
S1086,Female,Public,3.8,86.9,85.7,71.0,73.2,8.4,55.4,6.0,17,High School,58,75.8,C,1
S1087,Male,Private,2.35,64.1,58.3,64.4,59.3,4.4,68.1,6.5,27,Bachelor,20,42.5,F,0
S1088,Female,Public,2.29,67.1,61.2,65.0,59.2,3.8,92.2,3.9,23,Master,83,60.1,D,1
S1089,Male,Public,3.65,79.8,52.8,81.2,42.4,12.6,55.9,3.1,7,High School,64,48.1,F,0
S1090,Male,Public,2.48,89.6,94.4,71.5,44.4,8.9,89.0,5.2,17,Bachelor,36,69.2,C,1
S1091,Female,Public,2.51,92.9,73.7,60.5,49.9,7.6,87.9,7.3,24,Master,102,79.1,C,1
S1092,Female,Private,2.54,70.0,75.8,53.5,70.8,10.0,100.0,4.9,25,Bachelor,89,62.0,D,1
S1093,Male,Private,2.75,89.2,53.9,81.2,84.1,13.2,95.7,3.2,19,High School,75,75.8,C,1
S1094,Female,Private,1.7,68.6,70.0,66.0,41.2,10.7,85.5,2.0,2,High School,42,52.6,D,1
S1095,Male,Public,2.42,99.9,76.1,75.6,59.8,7.4,100.0,5.5,13,Bachelor,32,74.6,C,1
S1096,Female,Public,2.96,64.4,67.0,85.6,47.5,14.9,88.1,3.6,25,Bachelor,70,61.6,D,1
S1097,Male,Public,2.96,93.9,82.9,57.6,64.0,16.3,73.1,4.8,2,Bachelor,94,67.6,C,1
S1098,Male,Public,3.61,70.1,97.7,71.5,84.1,12.0,62.8,4.4,17,Bachelor,100,83.2,B,1
S1099,Female,Public,4.0,100.0,58.6,70.1,61.3,13.9,71.5,3.9,16,None,93,65.5,C,1
S1100,Male,Public,3.86,85.1,57.7,76.2,67.3,15.0,79.4,5.7,6,Bachelor,2,84.7,B,1
S1101,Female,Private,3.44,65.8,59.5,85.6,89.8,14.5,82.6,6.4,10,Bachelor,118,73.2,C,1
S1102,Male,Public,2.7,71.7,89.3,57.4,74.9,12.5,48.0,9.9,29,PhD,28,64.5,D,1
S1103,Female,Private,2.36,87.4,82.5,78.3,56.6,12.4,76.7,6.9,17,Bachelor,1,63.9,D,1
S1104,Male,Private,2.81,90.6,68.4,83.3,70.4,12.1,80.4,9.0,28,High School,67,84.8,B,1
S1105,Female,Private,3.21,77.2,70.4,69.9,55.6,5.6,88.2,3.0,14,Bachelor,54,66.2,C,1
S1106,Female,Public,3.38,78.5,60.2,70.5,74.3,12.8,100.0,1.0,25,Bachelor,12,72.4,C,1
S1107,Female,Public,3.24,87.1,80.7,76.6,75.7,4.6,82.8,5.0,18,High School,25,71.0,C,1
S1108,Male,Private,2.72,79.6,65.4,75.8,47.5,6.8,66.4,7.1,27,Bachelor,24,56.4,D,1
S1109,Female,Public,3.35,62.5,66.9,78.4,70.6,15.2,52.7,6.8,9,High School,52,85.5,B,1
S1110,Female,Public,3.68,68.2,77.3,78.2,66.2,13.4,90.3,8.0,11,None,89,65.6,C,1
S1111,Male,Private,3.42,80.8,67.7,61.2,76.2,15.9,67.0,0.0,1,Bachelor,81,82.7,B,1
S1112,Female,Private,2.78,92.6,67.2,82.9,80.5,8.9,93.0,8.1,6,High School,3,80.0,B,1
S1113,Female,Private,2.22,97.4,70.1,84.8,75.2,5.4,100.0,5.8,4,Bachelor,20,82.6,B,1
S1114,Female,Public,2.2,87.4,79.5,74.0,63.5,9.0,56.8,1.1,5,Bachelor,73,67.1,C,1
S1115,Male,Public,2.32,81.4,89.8,55.6,82.0,10.4,88.3,6.8,9,Master,96,69.5,C,1
S1116,Male,Private,2.98,87.0,77.0,70.7,54.9,10.3,99.4,5.4,26,Bachelor,4,79.1,C,1
S1117,Other,Public,3.16,70.0,79.6,74.1,48.2,14.5,95.3,6.0,11,Bachelor,40,71.1,C,1
S1118,Female,Public,1.81,76.2,67.6,59.4,20.1,8.6,48.6,7.5,24,High School,13,46.0,F,0
S1119,Female,Public,2.45,68.1,61.5,68.0,66.9,11.4,67.2,6.1,24,PhD,58,68.7,C,1
S1120,Other,Public,2.97,63.0,77.8,56.5,55.7,6.0,60.8,1.3,29,High School,46,55.1,D,1
S1121,Male,Public,2.17,82.0,72.1,78.7,74.0,11.8,87.9,4.6,15,Bachelor,20,64.6,D,1
S1122,Male,Private,3.1,80.2,52.9,73.8,38.4,10.0,86.2,1.0,25,Bachelor,115,55.7,D,1
S1123,Female,Public,2.58,86.3,66.1,53.9,58.3,7.0,39.5,6.6,12,High School,91,58.1,D,1
S1124,Female,Public,2.29,84.6,69.0,75.9,75.1,9.1,75.5,8.5,18,Bachelor,65,58.7,D,1
S1125,Other,Private,2.84,80.9,63.9,71.4,52.6,9.3,92.0,1.9,24,Bachelor,91,61.2,D,1
S1126,Female,Private,3.07,84.7,87.8,77.7,74.1,8.9,82.2,3.3,4,High School,37,68.3,C,1
S1127,Male,Private,2.21,77.5,75.8,67.7,59.6,17.1,82.2,2.8,1,High School,112,69.3,C,1
S1128,Male,Private,2.63,83.0,86.5,63.2,67.5,9.6,74.5,3.9,4,High School,49,61.6,D,1
S1129,Male,Public,3.13,69.3,73.2,63.5,76.9,9.0,64.1,6.0,21,PhD,46,55.3,D,1
S1130,Female,Public,2.27,82.4,71.0,66.1,82.3,1.6,79.7,3.9,14,Bachelor,68,52.1,D,1
S1131,Male,Public,1.64,86.0,58.8,72.2,69.4,6.4,80.8,6.6,8,High School,69,51.7,D,1
S1132,Female,Public,1.72,70.0,70.1,73.6,55.8,8.9,89.2,7.7,23,Bachelor,74,50.0,D,1
S1133,Male,Private,2.51,78.6,70.2,69.9,61.1,7.3,90.4,7.8,0,Bachelor,99,63.9,D,1
S1134,Male,Private,1.88,70.5,53.6,67.3,77.6,15.5,81.3,2.2,5,Bachelor,32,58.4,D,1
S1135,Male,Public,2.56,71.7,63.5,68.1,52.7,9.3,96.4,8.5,14,Bachelor,84,61.8,D,1
S1136,Female,Public,3.97,64.5,66.1,99.6,65.3,15.2,74.4,8.7,27,None,23,80.5,B,1
S1137,Male,Private,1.83,93.2,75.0,63.5,62.2,10.2,58.3,8.9,22,High School,28,65.2,C,1
S1138,Other,Public,2.6,90.8,75.5,65.9,66.4,10.1,87.2,4.6,20,Bachelor,59,55.0,D,1
S1139,Female,Public,4.0,84.4,63.0,100.0,52.9,9.6,81.9,3.1,21,Bachelor,62,68.5,C,1
S1140,Male,Public,3.09,100.0,75.6,76.6,40.2,10.0,87.5,2.5,9,Bachelor,77,76.0,C,1
S1141,Female,Public,2.54,75.7,67.8,56.8,75.8,16.9,61.0,2.2,13,None,16,66.9,C,1
S1142,Male,Public,2.69,100.0,35.6,81.3,82.5,0.7,100.0,5.0,26,Master,97,74.3,C,1
S1143,Male,Public,3.1,75.3,64.2,62.0,41.1,2.0,90.7,7.1,21,High School,66,43.2,F,0
S1144,Male,Public,3.99,81.1,82.9,82.0,73.5,7.8,75.7,8.3,17,Bachelor,71,76.0,C,1
S1145,Female,Public,2.43,73.2,49.8,69.7,84.2,10.1,66.0,3.8,2,High School,89,57.9,D,1
S1146,Female,Public,2.27,82.5,71.4,67.2,76.9,12.8,96.2,4.9,21,Bachelor,83,70.5,C,1
S1147,Male,Public,1.83,88.0,89.0,89.7,61.7,11.9,63.5,4.7,10,PhD,51,66.5,C,1
S1148,Female,Public,2.87,76.6,60.9,78.2,53.8,8.5,100.0,3.4,11,High School,58,67.6,C,1
S1149,Female,Public,1.82,99.3,70.0,82.7,69.2,14.1,70.8,6.8,20,Bachelor,27,68.2,C,1
S1150,Female,Private,2.48,80.9,54.4,76.8,71.7,14.1,100.0,5.9,11,Bachelor,68,79.4,C,1
S1151,Female,Private,2.16,81.2,89.5,67.1,69.4,10.7,77.2,5.4,17,High School,24,78.8,C,1
S1152,Female,Public,3.55,67.1,69.0,78.7,65.3,13.9,100.0,5.9,0,High School,76,65.7,C,1
S1153,Female,Public,2.44,83.0,70.6,85.3,51.8,11.1,69.0,6.5,5,Bachelor,50,63.4,D,1
S1154,Male,Public,3.08,76.4,86.3,73.5,74.3,7.8,80.3,6.5,16,High School,28,77.4,C,1
S1155,Female,Public,1.68,70.7,77.9,91.8,75.1,12.8,92.1,2.9,28,None,57,69.7,C,1
S1156,Male,Private,2.89,68.7,59.5,81.4,71.0,10.4,89.9,7.2,22,Master,112,62.9,D,1
S1157,Female,Private,1.96,100.0,62.2,74.3,69.7,10.0,96.5,5.6,12,Bachelor,67,70.1,C,1
S1158,Female,Public,2.5,74.8,75.9,74.8,93.2,15.9,72.7,3.9,29,Bachelor,41,61.6,D,1
S1159,Male,Public,4.0,60.5,62.5,73.5,58.6,0.2,81.3,5.6,8,Bachelor,54,60.3,D,1
S1160,Male,Public,3.45,69.6,44.6,58.2,87.2,4.3,98.7,5.9,26,Bachelor,72,53.8,D,1
S1161,Female,Public,2.71,77.4,69.4,71.0,57.0,5.3,69.4,7.7,12,Bachelor,18,62.2,D,1
S1162,Female,Public,4.0,84.6,52.2,74.4,84.6,8.5,88.6,2.4,2,None,67,70.1,C,1
S1163,Female,Public,2.16,84.7,89.4,67.4,86.5,9.0,76.7,8.3,0,High School,4,70.9,C,1
S1164,Female,Public,3.62,86.1,72.1,75.7,63.6,4.0,83.1,5.1,29,Bachelor,102,73.9,C,1
S1165,Male,Private,1.73,70.3,59.1,72.2,92.9,6.1,81.3,3.7,19,Master,73,57.7,D,1
S1166,Male,Private,2.63,82.1,61.6,80.5,75.0,6.6,68.2,3.7,4,High School,13,59.2,D,1
S1167,Female,Public,1.86,67.5,47.3,79.3,54.8,19.8,76.1,2.5,29,PhD,55,54.7,D,1
S1168,Male,Private,2.98,70.6,56.8,73.8,62.4,17.2,82.2,0.6,1,Bachelor,106,76.4,C,1
S1169,Female,Private,2.84,67.0,82.2,57.0,85.0,8.4,78.5,6.7,10,Bachelor,115,62.7,D,1
S1170,Male,Public,2.58,63.7,96.8,91.7,81.8,8.5,100.0,10.0,22,High School,16,73.2,C,1
S1171,Male,Private,3.56,90.8,78.7,70.4,52.1,5.4,95.1,1.0,1,High School,32,68.4,C,1
S1172,Female,Private,2.4,86.3,68.9,71.1,65.9,2.4,84.3,2.6,27,Bachelor,17,68.2,C,1
S1173,Female,Public,3.03,89.7,64.8,68.2,71.1,9.5,68.6,6.9,20,None,44,69.9,C,1
S1174,Female,Public,3.37,78.5,58.5,66.6,60.4,6.0,67.6,4.9,28,High School,103,56.2,D,1
S1175,Male,Public,1.76,87.3,94.7,89.0,100.0,9.7,100.0,7.1,25,High School,84,78.1,C,1
S1176,Female,Private,2.28,56.9,67.7,87.2,71.5,3.6,64.9,4.7,24,PhD,30,50.7,D,1
S1177,Female,Private,2.84,88.4,95.4,76.9,67.1,7.0,81.7,3.5,6,High School,39,83.9,B,1
S1178,Female,Public,3.24,80.1,86.7,70.8,85.9,10.6,85.4,4.4,6,Bachelor,73,78.2,C,1
S1179,Female,Public,3.79,85.5,49.1,78.8,62.5,11.5,75.3,0.0,7,High School,71,62.2,D,1
S1180,Male,Public,2.65,82.6,62.0,72.8,83.1,11.7,65.0,2.1,4,High School,55,72.0,C,1
S1181,Female,Private,2.58,66.2,62.0,69.9,43.0,4.7,68.2,7.4,19,High School,50,62.2,D,1
S1182,Female,Public,2.19,60.0,69.0,75.7,61.2,13.4,71.8,8.0,1,Bachelor,112,65.7,C,1
S1183,Female,Public,3.03,69.5,69.3,67.1,83.7,6.8,69.4,8.5,12,Bachelor,60,56.5,D,1
S1184,Female,Public,2.59,84.8,100.0,74.8,91.6,12.5,99.9,6.1,17,High School,93,80.4,B,1
S1185,Male,Private,2.61,86.3,57.1,74.2,56.4,10.0,79.9,0.0,16,Master,115,62.6,D,1
S1186,Female,Public,2.73,61.6,72.7,78.6,54.7,4.5,72.1,3.4,14,None,40,54.5,D,1
S1187,Male,Public,3.19,66.2,77.4,65.2,76.5,8.7,81.6,8.3,6,Master,93,70.4,C,1
S1188,Male,Public,2.41,69.3,70.0,79.8,58.7,11.5,90.0,9.1,3,None,97,59.5,D,1
S1189,Female,Public,2.26,73.7,71.3,62.0,64.0,12.5,74.8,8.4,29,Master,26,52.9,D,1
S1190,Male,Public,3.1,61.7,57.5,65.7,81.1,9.4,93.5,4.4,13,Master,27,72.1,C,1
S1191,Other,Public,0.68,60.9,71.3,66.2,59.8,16.1,60.9,1.7,17,Master,19,35.9,F,0
S1192,Male,Private,2.38,68.1,76.1,60.2,38.5,14.0,97.6,4.9,17,None,73,51.6,D,1
S1193,Male,Public,1.99,79.0,73.9,83.2,48.5,9.0,79.9,5.0,11,Bachelor,91,49.2,F,0
S1194,Male,Public,3.64,63.8,76.8,61.3,68.1,13.0,79.3,8.9,21,Master,90,74.9,C,1
